"","taxon_oid","NCBI.Assembly.Accession","Species","Biotic.Relationships","Habitat","Isolation","Phenotype","Relevance","Host.Name","Diseases","Ecosystem","Ecosystem.Category","Ecosystem.Subtype","Ecosystem.Type","Specific.Ecosystem"
"1742",2724679614,NA,"unclassified",NA,NA,NA,NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Unclassified","Unclassified"
"1743",2671180445,"GCA_001181165.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744",2511231012,"GCA_000282295.1","Pseudomonas sp. GM33",NA,"Root nodule",NA,NA,"Agricultural","Populus deltoides",NA,"Host-associated","Plants","Nodule","Roots","Unclassified"
"1745",8056137416,"GCA_019139895.1","Pseudomonas fakonensis",NA,NA,"Red cocoyam rhizosphere",NA,"Environmental","Xanthosoma sagittifolium",NA,"Host-associated","Plants","Rhizosphere","Roots","Unclassified"
"1746",2744054530,"GCA_001482875.1","Pseudomonas aeruginosa",NA,NA,"eye",NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1747",2681813356,"GCA_001180905.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748",2718218240,"GCA_001792835.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Urine","Urinary system","Unclassified"
"1749",8055900207,"GCA_017976235.1","Pseudomonas anatoliensis",NA,NA,"Fish Farm",NA,"Environmental","Oncorhynchus mykiss",NA,NA,NA,NA,NA,NA
"1750",8044887130,"GCA_001401095.1","Pseudomonas amygdali",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1751",2791355535,"GCA_002882635.1","Pseudomonas sp. MPR-R2A6",NA,NA,"Groundwater from well: FW305",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"1752",2734482499,"GCA_001374495.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753",2889225146,NA,"Pseudomonas sp. PvP025",NA,NA,"Switchgrass leaf surface",NA,NA,"Panicum virgatum",NA,"Host-associated","Plants","Phylloplane/Leaf surface","Phyllosphere","Unclassified"
"1754",2724679196,"GCA_001592875.1","Pseudomonas sp. BMS12",NA,NA,"rhizosphere sediment of Phragmites karka from lake water",NA,"Environmental",NA,NA,"Environmental","Aquatic","Unclassified","Sediment","Unclassified"
"1755",2505679001,NA,"Pseudomonas fluorescens","Free living","Soil, Terrestrial","Knoxville TN","Biodegradation, Non-Pathogen","Biodegradation of pollutants, Bioremediation, Biotechnological, Environmental",NA,NA,"Engineered","Lab synthesis","Unclassified","Unclassified","Unclassified"
"1756",2518645549,"GCA_000281215.1","Pseudomonas putida",NA,NA,NA,NA,"Biotechnological",NA,NA,NA,NA,NA,NA,NA
"1757",2695420909,"GCA_001181305.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758",2582580921,"GCA_000629445.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1759",2636416057,NA,"Pseudomonas sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760",8035343080,"GCA_002269515.1","Pseudomonas fragi",NA,NA,"aerobically stored beef",NA,NA,NA,NA,"Engineered","Food production","Unclassified","Meat products","Unclassified"
"1761",2630968584,"GCA_000935765.1","Pseudomonas syringae group genomosp. 3",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1762",2511231165,"GCA_000284555.1","Pseudomonas aeruginosa",NA,"Host","isolated from patients involved in outbreak of catheter-associated urinary tract infection at a hospital in Miyagi Prefecture, northern Japan",NA,"Medical","Homo sapiens","None","Host-associated","Mammals: Human","Unclassified","Urinary system","Unclassified"
"1763",2990160153,"GCA_003231275.1","Pseudomonas huaxiensis",NA,NA,"Sewage",NA,NA,NA,NA,"Engineered","Wastewater","Unclassified","Sewage","Unclassified"
"1764",8030686851,"GCA_030644265.1","Pseudomonas sp. OVF7",NA,NA,"soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Unclassified","Unclassified"
"1765",8035035029,"GCA_004327365.1","Pseudomonas daroniae",NA,NA,"Symptomatic Inner Bark",NA,"Environmental","Quercus robur",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1766",8034984327,"GCA_005223295.1","Pseudomonas asiatica",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1767",2663762779,"GCA_900100495.1","Pseudomonas benzenivorans",NA,NA,"soil and groundwater contaminated with chlorobenzene",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1768",2636416065,"GCA_900103875.1","Pseudomonas arsenicoxydans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769",2713896869,"GCA_001401175.1","Pseudomonas syringae group genomosp. 3",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1770",2758568605,NA,"Pseudomonas sp. OV184",NA,NA,NA,NA,NA,"Populus",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1771",2912991218,"GCA_003812165.1","Pseudomonas aeruginosa",NA,NA,"Throat (pharynx)",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1772",2811995084,"GCA_002975295.1","Pseudomonas trivialis",NA,NA,"Rotting apple",NA,"Model Organism","Caenorhabditis elegans MY316",NA,"Host-associated","Invertebrates","Unclassified","Nematoda","Unclassified"
"1773",8044378717,"GCA_003702335.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1774",8055567319,"GCA_024584585.1","Pseudomonas ficuserectae",NA,NA,"Mulberry blight tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1775",8044605365,"GCA_003700295.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution","Phaseolus vulgaris",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1776",2718218023,"GCA_001952935.1","Pseudomonas frederiksbergensis",NA,NA,"arsenic-contaminated soil",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Contaminated"
"1777",2767802279,"GCA_900074915.1","Pseudomonas cerasi",NA,NA,"Sour cherry (Prunus cerasus) symptomatic leaf",NA,NA,"Prunus cerasus (sour cherry)",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1779",2788499855,"GCA_001808425.1","Pseudomonas sp. HMSC08G10",NA,NA,"Homo sapiens respiratory",NA,NA,"Homo sapien",NA,"Host-associated","Microbial","Unclassified","Bacteria","Unclassified"
"1780",8078625192,"GCA_024259745.1","Pseudomonas triclosanedens",NA,NA,"activated sludge",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1781",2508501072,NA,"Pseudomonas syringae","Free living","Plants","Phaseolus vulgaris",NA,"Evolution, Plant Pathogen","Phaseolus vulgaris","Blight disease","Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1782",2617271063,"GCA_000737955.1","Pseudomonas sp. BRG-100",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1783",2643221892,"GCA_001423155.1","Pseudomonas sp. Leaf127",NA,NA,"Arabidopsis leaf",NA,"Evolution",NA,NA,"Host-associated","Plants","Phylloplane/Leaf surface","Phyllosphere","Unclassified"
"1784",2599185161,"GCA_900119575.1","Pseudomonas sp. NFPP09",NA,NA,"single colony isolate",NA,NA,NA,NA,"Host-associated","Plants","Rhizoplane","Roots","Endophytes"
"1785",2700989442,"GCA_000505985.1","Pseudomonas aeruginosa",NA,NA,"sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"1786",2599185191,"GCA_900112095.1","Pseudomonas sp. NFPP24",NA,NA,"single colony isolate",NA,NA,NA,NA,"Host-associated","Plants","Rhizoplane","Roots","Endophytes"
"1787",2971995405,"GCA_003665415.1","Pseudomonas syringae",NA,NA,"canker of kiwifruit",NA,NA,"kiwifruit",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1788",2713897252,"GCA_001400125.1","Pseudomonas syringae",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1789",8045208478,"GCA_900455495.1","Pseudomonas chlororaphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1790",8061539366,"GCA_900589865.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791",2885967263,"GCA_004353925.1","Pseudomonas sp. H9",NA,NA,"riverbank's damp soil",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1792",2791355558,"GCA_002884415.1","Pseudomonas sp. FW305-17",NA,NA,"Groundwater from well: FW305",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"1793",2636415920,"GCA_000968015.1","Pseudomonas fluorescens",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"1794",2636416193,"GCA_900104915.1","Pseudomonas cedrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1795",8070837622,"GCA_004372845.1","Pseudomonas aeruginosa",NA,NA,"sandy soil contaminated with hydrocarbons for 50 years",NA,"Model Organism",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Oil-contaminated"
"1796",2998081770,"GCA_003700275.1","Pseudomonas cichorii",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1797",2524614671,"GCA_000423545.1","Pseudomonas resinovorans",NA,"Soil","Soil","Catalase positive","GEBA-KMG, Tree of Life",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1799",2791355549,"GCA_002883245.1","Pseudomonas sp. GW101-3F01",NA,NA,"Groundwater from well: GW101",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"1800",8045297579,"GCA_900581145.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801",2619619299,"GCA_000836475.2","Pseudomonas veronii",NA,NA,"Grapevine roots",NA,"Agricultural, Biocontrol","Vitis vinifera",NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"1802",2917203564,"GCA_001983165.1","Pseudomonas gessardii",NA,NA,"mineral water",NA,"Evolution",NA,NA,"Environmental","Aquatic","Unclassified","Unclassified","Unclassified"
"1803",2671180955,"GCA_001445035.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Model Organism",NA,NA,NA,NA,NA,NA,NA
"1804",2700989388,"GCA_001086645.1","Pseudomonas aeruginosa",NA,NA,"Associated Infection",NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"1805",8052334955,"GCA_900580585.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1806",2654587514,"GCA_000982395.1","Pseudomonas veronii",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"1807",2643221633,"GCA_001424925.1","Pseudomonas sp. Root329",NA,NA,"Arabidopsis root",NA,"Evolution",NA,NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"1808",2695420740,"GCA_001181445.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809",2756170262,NA,"unclassified",NA,NA,NA,NA,NA,NA,NA,"Environmental","Aquatic","Lake","Freshwater","Unclassified"
"1810",8061651870,"GCA_900582955.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811",8072098731,"GCA_005508865.1","Pseudomonas sp. F(2018)",NA,NA,"alpine spring water",NA,"Environmental",NA,NA,"Environmental","Aquatic","Unclassified","Freshwater","Unclassified"
"1812",2551306414,"GCA_000316965.1","Pseudomonas sp. 313",NA,NA,NA,NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1813",2600255231,"GCA_000341565.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"1814",2599185185,"GCA_900115645.1","Pseudomonas sp. NFPP07",NA,NA,"single colony isolate",NA,NA,NA,NA,"Host-associated","Plants","Rhizoplane","Roots","Endophytes"
"1815",2998133616,"GCA_003441575.1","Pseudomonas aeruginosa",NA,NA,"hospital wastewaters",NA,NA,NA,NA,"Engineered","Wastewater","Unclassified","Unclassified","Unclassified"
"1816",2734482400,"GCA_001374355.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817",8078868008,"GCA_019718875.1","Pseudomonas cichorii",NA,NA,NA,NA,"Agricultural","Nicotiana tabacum L.",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1818",8078862731,"GCA_019718835.1","Pseudomonas cichorii",NA,NA,NA,NA,"Agricultural","Nicotiana tabacum L.",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1819",8073366120,"GCA_003974725.1","Pseudomonas aeruginosa",NA,NA,"throat",NA,"Model Organism","Homo sapiens","Cystic Fibrosis","Host-associated","Mammals: Human","Pharynx/Throat","Respiratory system","Unclassified"
"1820",2510065055,"GCA_000510745.1","Pseudomonas sp. MOIL14HWK12:I2","Free living","Host, Rhizosphere, Soil","rhizosphere",NA,"Agricultural",NA,"None","Host-associated","Plants","Rhizosphere","Roots","Soil"
"1821",8011005308,"GCA_003701645.1","Pseudomonas syringae",NA,NA,NA,NA,"Evolution","Actinidia",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1822",8010981081,"GCA_003699035.1","Pseudomonas syringae",NA,NA,NA,NA,"Evolution","Pisum sativum",NA,"Host-associated","Unclassified","Unclassified","Unclassified","Unclassified"
"1823",3007437678,"GCA_014851865.1","Pseudomonas sp. PDM16",NA,NA,"soil",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1824",8045286332,"GCA_900602265.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825",8052396707,"GCA_900600615.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826",2713896854,"GCA_001400335.1","Pseudomonas syringae group genomosp. 3",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1827",2599185305,"GCA_900109015.1","Pseudomonas sp. NFACC07-1",NA,NA,"single colony isolate",NA,NA,NA,NA,"Host-associated","Plants","Rhizoplane","Roots","Endophytes"
"1828",2695420408,"GCA_001180485.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829",2571042644,"GCA_000520275.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"1830",2875542621,"GCA_003945765.1","Pseudomonas chlororaphis",NA,NA,"plate contaminant",NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1831",2690315765,"GCA_001440325.1","Pseudomonas fluorescens",NA,"Groundwater","ground water from background well at DOE's FRC site at Oak Ridge",NA,NA,NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"1832",3007635548,"GCA_004327285.1","Pseudomonas daroniae",NA,NA,"Symptomatic Sapwood",NA,"Environmental","Quercus robur",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1833",2870365171,"GCA_002879715.1","Pseudomonas fluorescens",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1834",2931396565,"GCA_019823085.1","Pseudomonas sp. DR48",NA,NA,"soybean rhizosphere",NA,NA,"Glycine max",NA,"Host-associated","Plants","Rhizosphere","Roots","Unclassified"
"1835",2713897225,"GCA_001269885.1","Pseudomonas kilonensis",NA,"Soil","agricultural soil",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Agricultural land"
"1836",2886231304,"GCA_002113425.1","Pseudomonas sp. R34(2017)",NA,NA,"rhizosphere soil from sugare cane field",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Loam","Soil","Agricultural soil"
"1837",2885882604,"GCA_002112565.1","Pseudomonas sp. R25(2017)",NA,NA,"rhizosphere soil from sugare cane field",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Loam","Soil","Agricultural soil"
"1838",2713897319,NA,"Pseudomonas syringae",NA,NA,NA,NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1839",8045337463,"GCA_900582795.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840",2645727691,"GCA_000980905.1","Pseudomonas syringae group genomosp. 3",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1841",2681812804,"GCA_900156235.1","Pseudomonas sp. B10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1842",2667527782,"GCA_001320525.1","Pseudomonas sp. NBRC 111131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1843",2690316332,"GCA_001180785.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1844",2645727983,"GCA_000876035.1","Pseudomonas abietaniphila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1845",8081444025,"GCA_019656335.1","Pseudomonas sp. NCCP-436",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"1846",2740892098,"GCA_001555315.1","Pseudomonas aeruginosa",NA,NA,"Sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"1847",2740892068,"GCA_001554585.1","Pseudomonas aeruginosa",NA,NA,"Sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"1848",2917051905,"GCA_003352185.1","Pseudomonas kribbensis",NA,NA,"garden soil (KRIBB, Daejeon, South Korea)",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Garden","Soil","Unclassified"
"1849",8011344256,"GCA_018449725.1","Pseudomonas sp. dw_612",NA,NA,"Decomposed wood of Fagus sylvatica, 16-38 years decomposition",NA,"Environmental",NA,NA,"Host-associated","Plants","Stem","Phyllosphere","Wood decay"
"1850",2747842401,"GCA_001555425.1","Pseudomonas aeruginosa",NA,NA,"Sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"1851",2728368929,"GCA_001537965.1","Pseudomonas amygdali",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"1852",8044475855,"GCA_003701775.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution","Castanea crenata Sieb. & Zucc.",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1853",2545555813,"GCA_900187905.1","Pseudomonas sp. LAIL14HWK12:I4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854",2993254755,NA,"unclassified",NA,NA,"soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"1855",8045043828,"GCA_900600775.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1856",2541047101,"GCA_000416235.1","Pseudomonas sp. CFII64","Free living","Aquatic, Wastewater","Clark Fork river, Montana",NA,"Bioremediation, Environmental",NA,"None","Environmental","Aquatic","Lotic","Freshwater","Unclassified"
"1857",8011128788,"GCA_902498195.1","Pseudomonas fluorescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1858",8035458732,"GCA_002269075.1","Pseudomonas lundensis",NA,NA,"aerobically stored beef",NA,NA,NA,NA,"Engineered","Food production","Unclassified","Meat products","Unclassified"
"1859",2744054773,"GCA_001641325.1","Pseudomonas simiae",NA,NA,"Snow",NA,"Environmental",NA,NA,"Environmental","Aquatic","Ice","Freshwater","Snow"
"1860",2806311070,NA,"Pseudomonas fluorescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861",2579778838,"GCA_000520295.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"1862",2506783032,"GCA_000452685","Pseudomonas syringae","Free living","Snow","isolated from at Vieux Pass in the Hautes-Alpes region of France",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Unclassified","Unclassified","Unclassified"
"1863",8011155120,"GCA_018614775.1","Pseudomonas fluorescens",NA,NA,NA,NA,"Industrial",NA,NA,NA,NA,NA,NA,NA
"1864",2571042843,"GCA_000480455.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,"Environmental","Unclassified","Unclassified","Unclassified","Unclassified"
"1865",2767802352,NA,"Pseudomonas fluorescens",NA,NA,NA,NA,NA,"Oryza sativa",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1866",2636416187,"GCA_900101415.1","Pseudomonas koreensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867",2518645600,NA,"Pseudomonas sp. URMO17WK12:I1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1868",2623620446,"GCA_001655615.1","Pseudomonas sp. GR 6-02",NA,NA,"Plant root",NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"1869",2945928738,"GCA_030815735.1","Pseudomonas cedrina",NA,NA,"Isolated from wheat rhizosphere from a wheat field at Lind Dryland Research Station.",NA,NA,"Triticum aestivum",NA,"Host-associated","Plants","Rhizosphere","Roots","Unclassified"
"1870",2821813215,"GCA_000732445.1","Pseudomonas oleovorans",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"1871",2645727916,"GCA_000968575.1","Pseudomonas kilonensis",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"1872",8053319323,"GCA_018642105.1","Pseudomonas syringae",NA,NA,"Plant leaf",NA,NA,"Beta vulgaris subsp. vulgaris",NA,"Host-associated","Plants","Phylloplane/Leaf","Phyllosphere","Unclassified"
"1873",2565956576,"GCA_000583995.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"1874",2703719284,NA,"unclassified",NA,NA,NA,NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Unclassified","Unclassified"
"1875",3007843325,"GCA_013359595.1","Pseudomonas sp. C1C7",NA,NA,"rhizosphere",NA,"Agricultural","Pelargonium x hortorum",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"1876",8061718845,"GCA_900582155.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1877",8045422401,"GCA_003731825.1","Pseudomonas protegens",NA,NA,"Missouri River",NA,"Agricultural",NA,NA,"Environmental","Aquatic","Unclassified","Freshwater","Unclassified"
